Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
96,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,24-228,1999,4,2,272,3.0,0,0,0,0,0,0,0,0,0.2,0.2,0.7,0.8,8,30,7,0.00,0.00,0.00,0.00,0.00,0.05,0.23,0.28,0.05,0.28,Matches
97,Cameron Archer,eng ENG,FW,Sheffield Utd,eng Premier League,22-092,2001,5,5,410,4.6,1,0,1,1,0,0,1,0,0.3,0.3,0.3,0.6,5,7,25,0.22,0.00,0.22,0.22,0.22,0.07,0.06,0.13,0.07,0.13,Matches
98,Cameron Archer,eng ENG,MF,Aston Villa,eng Premier League,22-092,2001,1,0,6,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
99,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,30-236,1993,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
100,Jesús Areso,es ESP,DF,Osasuna,es La Liga,24-111,1999,9,5,463,5.1,0,1,1,0,0,0,1,0,0.0,0.0,1.1,1.2,12,20,36,0.00,0.19,0.19,0.00,0.19,0.01,0.22,0.23,0.01,0.23,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
101,José Arnaiz,es ESP,"FW,MF",Osasuna,es La Liga,28-189,1995,7,3,265,2.9,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.8,2,0,23,0.34,0.00,0.34,0.34,0.34,0.20,0.05,0.26,0.20,0.26,Matches
102,Hákon Arnar Haraldsson,is ISL,FW,Lille,fr Ligue 1,20-194,2003,7,4,296,3.3,0,0,0,0,0,0,1,0,0.0,0.0,0.6,0.6,3,14,17,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.00,0.18,Matches
103,Marko Arnautović,at AUT,FW,Inter,it Serie A,34-185,1989,5,0,105,1.2,0,1,1,0,0,0,0,0,0.2,0.2,1.0,1.1,3,4,11,0.00,0.86,0.86,0.00,0.86,0.16,0.82,0.99,0.16,0.99,Matches
104,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,29-147,1994,6,5,479,5.3,0,0,0,0,0,0,1,0,0.1,0.1,1.1,1.3,6,16,5,0.00,0.00,0.00,0.00,0.00,0.03,0.22,0.24,0.03,0.24,Matches
105,Mohamed El Arouch,fr FRA,FW,Lyon,fr Ligue 1,19-198,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
106,Sergio Arribas,es ESP,"FW,MF",Almería,es La Liga,22-021,2001,9,5,516,5.7,4,0,4,4,0,0,0,0,3.9,3.9,0.3,4.2,14,19,23,0.70,0.00,0.70,0.70,0.70,0.67,0.06,0.73,0.67,0.73,Matches
107,Kepa Arrizabalaga,es ESP,GK,Real Madrid,es La Liga,29-018,1994,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
108,Arthur,br BRA,DF,Leverkusen,de Bundesliga,20-218,2003,2,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,4,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
109,Takuma Asano,jp JPN,"FW,MF",Bochum,de Bundesliga,28-345,1994,7,7,489,5.4,2,0,2,2,0,0,0,0,1.6,1.6,0.2,1.8,11,13,30,0.37,0.00,0.37,0.37,0.37,0.30,0.03,0.33,0.30,0.33,Matches
110,Marco Asensio,es ESP,FW,Paris S-G,fr Ligue 1,27-273,1996,3,3,232,2.6,2,1,3,2,0,0,0,0,0.8,0.8,0.9,1.7,11,16,24,0.78,0.39,1.16,0.78,1.16,0.30,0.37,0.67,0.30,0.67,Matches
111,Kristjan Asllani,al ALB,MF,Inter,it Serie A,21-226,2002,4,0,69,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,2,2,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.18,0.18,0.18,Matches
112,Joel Asoro,se SWE,FW,Metz,fr Ligue 1,24-177,1999,5,4,283,3.1,1,1,2,1,0,0,1,0,0.3,0.3,0.1,0.4,4,6,13,0.32,0.32,0.64,0.32,0.64,0.08,0.03,0.11,0.08,0.11,Matches
113,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,36-081,1987,9,8,689,7.7,0,2,2,0,0,1,3,0,3.5,2.7,2.7,5.4,13,39,42,0.00,0.26,0.26,0.00,0.26,0.46,0.35,0.80,0.35,0.70,Matches
114,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,23-121,2000,8,8,703,7.8,1,1,2,1,0,0,2,0,0.3,0.3,1.3,1.5,16,38,37,0.13,0.13,0.26,0.13,0.26,0.04,0.16,0.20,0.04,0.20,Matches
115,Youcef Atal,dz ALG,DF,Nice,fr Ligue 1,27-157,1996,6,5,359,4.0,1,0,1,1,0,0,2,0,0.1,0.1,0.8,0.9,9,15,5,0.25,0.00,0.25,0.25,0.25,0.03,0.20,0.24,0.03,0.24,Matches
116,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,18-057,2005,5,0,79,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,2,1,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
117,Arthur Atta,fr FRA,MF,Metz,fr Ligue 1,20-280,2003,4,1,93,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,5,3,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
118,Noah Atubolu,de GER,GK,Freiburg,de Bundesliga,21-149,2002,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
119,Pierre-Emerick Aubameyang,ga GAB,FW,Marseille,fr Ligue 1,34-125,1989,8,7,638,7.1,1,3,4,1,0,0,1,0,3.9,3.9,1.8,5.7,14,15,47,0.14,0.42,0.56,0.14,0.56,0.55,0.25,0.80,0.55,0.80,Matches
120,Tommaso Augello,it ITA,DF,Cagliari,it Serie A,29-052,1994,6,5,432,4.8,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,15,15,22,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.13,0.02,0.13,Matches
121,Yann Aurel Bisseck,de GER,DF,Inter,it Serie A,22-326,2000,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
122,Serge Aurier,ci CIV,"DF,MF",Nott'ham Forest,eng Premier League,30-301,1992,7,7,531,5.9,0,2,2,0,0,0,2,0,0.0,0.0,0.4,0.5,7,26,19,0.00,0.34,0.34,0.00,0.34,0.01,0.07,0.08,0.01,0.08,Matches
123,Ezequiel Ávila,ar ARG,FW,Osasuna,es La Liga,29-257,1994,8,4,416,4.6,1,1,2,1,0,0,1,2,1.4,1.4,1.0,2.4,6,20,39,0.22,0.22,0.43,0.22,0.43,0.31,0.21,0.52,0.31,0.52,Matches
124,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,26-070,1997,7,6,488,5.4,3,2,5,3,0,0,1,0,2.3,2.3,0.8,3.1,5,7,22,0.55,0.37,0.92,0.55,0.92,0.43,0.14,0.57,0.43,0.57,Matches
125,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,32-040,1991,8,8,654,7.3,0,2,2,0,0,0,2,0,1.3,1.3,1.1,2.4,24,16,57,0.00,0.28,0.28,0.00,0.28,0.18,0.15,0.33,0.18,0.33,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
126,Neil El Aynaoui,fr FRA,MF,Lens,fr Ligue 1,22-111,2001,4,0,40,0.4,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,0,5,3,0.00,0.00,0.00,0.00,0.00,1.10,0.03,1.13,1.10,1.13,Matches
127,Sardar Azmoun,ir IRN,"MF,FW",Roma,it Serie A,28-293,1995,3,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
128,César Azpilicueta,es ESP,DF,Atlético Madrid,es La Liga,34-054,1989,7,5,484,5.4,0,1,1,0,0,0,1,0,0.6,0.6,1.6,2.2,15,29,18,0.00,0.19,0.19,0.00,0.19,0.12,0.29,0.41,0.12,0.41,Matches
129,Paulo Azzi,br BRA,"DF,MF",Cagliari,it Serie A,29-098,1994,6,3,333,3.7,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,15,14,15,0.00,0.00,0.00,0.00,0.00,0.13,0.03,0.16,0.13,0.16,Matches
130,Oussama El Azzouzi,ma MAR,MF,Bologna,it Serie A,22-145,2001,7,1,176,2.0,0,1,1,0,0,0,1,0,0.0,0.0,0.3,0.3,2,6,6,0.00,0.51,0.51,0.00,0.51,0.00,0.16,0.16,0.00,0.16,Matches
131,Iddrisu Baba,gh GHA,MF,Almería,es La Liga,27-272,1996,9,6,580,6.4,0,0,0,0,0,0,1,0,0.4,0.4,0.6,1.0,0,25,3,0.00,0.00,0.00,0.00,0.00,0.07,0.09,0.15,0.07,0.15,Matches
132,Srđan Babić,rs SRB,DF,Almería,es La Liga,27-182,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
133,Aliou Badara Baldé,sn SEN,FW,Nice,fr Ligue 1,20-313,2002,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,Matches
134,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,23-193,2000,7,7,620,6.9,0,1,1,0,0,0,1,1,0.5,0.5,0.2,0.7,4,27,0,0.00,0.15,0.15,0.00,0.15,0.08,0.03,0.11,0.08,0.11,Matches
135,Milan Badelj,hr CRO,MF,Genoa,it Serie A,34-238,1989,6,6,409,4.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,2,16,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
136,Matthias Bader,de GER,DF,Darmstadt 98,de Bundesliga,26-126,1997,6,5,440,4.9,1,1,2,1,0,0,0,0,0.3,0.3,1.6,1.9,13,17,17,0.20,0.20,0.41,0.20,0.41,0.05,0.33,0.39,0.05,0.39,Matches
137,Alex Baena,es ESP,"MF,FW",Villarreal,es La Liga,22-093,2001,8,8,569,6.3,1,4,5,1,0,0,3,1,1.4,1.4,2.1,3.4,18,31,35,0.16,0.63,0.79,0.16,0.79,0.22,0.32,0.54,0.22,0.54,Matches
138,Jaime Báez,uy URU,"FW,MF",Frosinone,it Serie A,28-179,1995,7,5,360,4.0,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.5,6,22,28,0.00,0.00,0.00,0.00,0.00,0.05,0.08,0.13,0.05,0.13,Matches
139,Leon Bailey,jm JAM,"FW,MF",Aston Villa,eng Premier League,26-073,1997,6,2,212,2.4,2,1,3,2,0,0,1,0,1.1,1.1,1.0,2.1,12,8,19,0.85,0.42,1.27,0.85,1.27,0.46,0.41,0.87,0.46,0.87,Matches
140,Nedim Bajrami,al ALB,"MF,FW",Sassuolo,it Serie A,24-235,1999,8,5,430,4.8,1,0,1,1,0,0,0,0,0.7,0.7,0.7,1.4,17,16,21,0.21,0.00,0.21,0.21,0.21,0.14,0.15,0.30,0.14,0.30,Matches
141,Tiemoué Bakayoko,fr FRA,MF,Lorient,fr Ligue 1,29-065,1994,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
142,Mitchel Bakker,nl NED,DF,Atalanta,it Serie A,23-123,2000,4,0,42,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,5,2,4,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.00,0.16,Matches
143,Ridle Baku,de GER,"DF,FW",Wolfsburg,de Bundesliga,25-196,1998,7,3,353,3.9,0,0,0,0,0,0,0,0,0.3,0.3,0.7,1.0,6,16,26,0.00,0.00,0.00,0.00,0.00,0.07,0.18,0.25,0.07,0.25,Matches
144,Dilane Bakwa,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,21-056,2002,7,2,276,3.1,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.6,5,6,24,0.00,0.00,0.00,0.00,0.00,0.15,0.04,0.19,0.15,0.19,Matches
145,Tommaso Baldanzi,it ITA,"MF,FW",Empoli,it Serie A,20-212,2003,8,7,582,6.5,1,0,1,1,0,0,1,0,2.0,2.0,0.8,2.7,17,24,28,0.15,0.00,0.15,0.15,0.15,0.31,0.12,0.42,0.31,0.42,Matches
146,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,20-003,2003,8,7,623,6.9,0,1,1,0,0,0,1,0,0.0,0.0,0.8,0.8,40,19,71,0.00,0.14,0.14,0.00,0.14,0.00,0.11,0.12,0.00,0.12,Matches
147,George Baldock,gr GRE,"DF,MF",Sheffield Utd,eng Premier League,30-226,1993,3,3,250,2.8,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,2,6,12,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
148,Carlos Baleba,cm CMR,MF,Brighton,eng Premier League,19-291,2004,3,1,112,1.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,3,0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
149,Carlos Baleba,cm CMR,MF,Lille,fr Ligue 1,19-291,2004,2,1,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,1,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
150,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,24-268,1999,4,4,301,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,15,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
151,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,31-293,1992,9,9,810,9.0,0,0,0,0,0,0,1,0,0.1,0.1,0.5,0.6,13,24,26,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07,Matches
152,Folarin Balogun,us USA,FW,Monaco,fr Ligue 1,22-110,2001,5,3,271,3.0,3,1,4,3,0,2,1,0,2.5,1.0,0.3,1.3,6,4,26,1.00,0.33,1.33,1.00,1.33,0.84,0.11,0.95,0.32,0.43,Matches
153,Jonathan Bamba,ci CIV,"MF,FW",Celta Vigo,es La Liga,27-209,1996,9,9,779,8.7,1,1,2,1,0,0,0,0,1.8,1.8,2.2,4.1,41,24,70,0.12,0.12,0.23,0.12,0.23,0.21,0.26,0.47,0.21,0.47,Matches
154,Lameck Banda,zm ZAM,FW,Lecce,it Serie A,22-265,2001,4,4,308,3.4,0,2,2,0,0,0,1,0,0.3,0.3,0.6,0.8,16,6,34,0.00,0.58,0.58,0.00,0.58,0.08,0.16,0.25,0.08,0.25,Matches
155,Mamady Bangré,bf BFA,"FW,MF",Toulouse,fr Ligue 1,22-128,2001,3,0,46,0.5,0,1,1,0,0,0,1,0,0.1,0.1,0.2,0.2,4,3,2,0.00,1.96,1.96,0.00,1.96,0.12,0.32,0.45,0.12,0.45,Matches
156,Mattia Bani,it ITA,DF,Genoa,it Serie A,29-315,1993,8,8,720,8.0,1,0,1,1,0,0,3,0,0.6,0.6,0.0,0.6,2,9,1,0.12,0.00,0.12,0.12,0.12,0.08,0.00,0.08,0.08,0.08,Matches
157,Léo Baptistão,br BRA,"FW,MF",Almería,es La Liga,31-056,1992,6,1,79,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,3,5,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
158,Shandon Baptiste,gd GRN,MF,Brentford,eng Premier League,25-196,1998,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
159,Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,28-322,1994,2,0,23,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,1,1,0.00,0.00,0.00,0.00,0.00,0.78,0.00,0.78,0.78,0.78,Matches
160,Francisco Barbosa,es ESP,GK,Betis,es La Liga,24-167,1999,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
161,Bradley Barcola,fr FRA,FW,Lyon,fr Ligue 1,21-049,2002,3,3,270,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,11,9,31,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.12,0.02,0.12,Matches
162,Bradley Barcola,fr FRA,"MF,FW",Paris S-G,fr Ligue 1,21-049,2002,5,2,201,2.2,0,0,0,0,0,0,1,0,1.2,1.2,0.2,1.4,13,12,44,0.00,0.00,0.00,0.00,0.00,0.53,0.10,0.64,0.53,0.64,Matches
163,Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,22-349,2000,8,8,687,7.6,0,2,2,0,0,0,1,0,0.0,0.0,1.6,1.6,23,33,15,0.00,0.26,0.26,0.00,0.26,0.01,0.21,0.22,0.01,0.22,Matches
164,Nicolò Barella,it ITA,MF,Inter,it Serie A,26-256,1997,8,7,565,6.3,0,1,1,0,0,0,1,0,0.3,0.3,0.7,1.0,15,67,27,0.00,0.16,0.16,0.00,0.16,0.04,0.12,0.16,0.04,0.16,Matches
165,Kike Barja,es ESP,"FW,MF",Osasuna,es La Liga,26-203,1997,7,2,195,2.2,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,12,3,23,0.00,0.00,0.00,0.00,0.00,0.04,0.09,0.13,0.04,0.13,Matches
166,Ross Barkley,eng ENG,MF,Luton Town,eng Premier League,29-320,1993,3,2,156,1.7,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.6,1,8,1,0.00,0.00,0.00,0.00,0.00,0.14,0.20,0.33,0.14,0.33,Matches
167,Aymen Barkok,ma MAR,"MF,DF",Mainz 05,de Bundesliga,25-153,1998,5,0,131,1.5,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.5,6,5,13,0.69,0.00,0.69,0.69,0.69,0.30,0.03,0.32,0.30,0.32,Matches
168,Harvey Barnes,eng ENG,FW,Newcastle Utd,eng Premier League,25-316,1997,6,2,187,2.1,1,1,2,1,0,0,1,0,0.7,0.7,0.9,1.6,15,5,16,0.48,0.48,0.96,0.48,0.96,0.35,0.42,0.76,0.35,0.76,Matches
169,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,23-291,2000,7,7,619,6.9,1,0,1,1,0,0,2,0,0.8,0.8,0.3,1.1,4,20,10,0.15,0.00,0.15,0.15,0.15,0.12,0.04,0.17,0.12,0.17,Matches
170,Enzo Barrenechea,ar ARG,MF,Frosinone,it Serie A,22-152,2001,8,7,570,6.3,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,1,22,5,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
171,Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,es La Liga,21-298,2001,8,7,515,5.7,3,0,3,3,0,0,0,0,1.8,1.8,0.1,1.9,16,7,61,0.52,0.00,0.52,0.52,0.52,0.32,0.01,0.33,0.32,0.33,Matches
172,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,20-128,2003,4,2,294,3.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,10,19,7,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
173,Davide Bartesaghi,it ITA,"DF,FW",Milan,it Serie A,17-296,2005,3,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
174,Marc Bartra,es ESP,DF,Betis,es La Liga,32-279,1991,3,3,225,2.5,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2,5,0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
175,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,27-031,1996,7,7,594,6.6,0,1,1,0,0,0,0,1,0.5,0.5,0.6,1.1,9,28,2,0.00,0.15,0.15,0.00,0.15,0.07,0.10,0.17,0.07,0.17,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
176,Chris Basham,eng ENG,"DF,MF",Sheffield Utd,eng Premier League,35-093,1988,8,3,321,3.6,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,1,7,6,0.00,0.00,0.00,0.00,0.00,0.04,0.07,0.10,0.04,0.10,Matches
177,Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,23-294,1999,4,1,127,1.4,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
178,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,24-191,1999,7,7,571,6.3,0,0,0,0,0,0,2,0,0.1,0.1,1.1,1.3,14,27,19,0.00,0.00,0.00,0.00,0.00,0.02,0.18,0.20,0.02,0.20,Matches
179,Simone Bastoni,it ITA,"MF,DF",Empoli,it Serie A,26-350,1996,2,0,67,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,7,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
180,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,23-254,2000,5,4,379,4.2,1,0,1,1,0,0,0,0,0.9,0.9,0.0,0.9,0,10,0,0.24,0.00,0.24,0.24,0.24,0.22,0.00,0.22,0.22,0.22,Matches
181,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,33-141,1990,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
182,Christoph Baumgartner,at AUT,"MF,FW",RB Leipzig,de Bundesliga,24-081,1999,6,1,133,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,2,7,9,0.00,0.00,0.00,0.00,0.00,0.03,0.13,0.17,0.03,0.17,Matches
183,Bebé,cv CPV,"FW,MF",Rayo Vallecano,es La Liga,33-101,1990,5,0,28,0.3,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,4,0,4,0.00,0.00,0.00,0.00,0.00,1.34,0.00,1.34,1.34,1.34,Matches
184,Ihlas Bebou,tg TOG,"FW,DF",Hoffenheim,de Bundesliga,29-181,1994,6,4,382,4.2,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,9,8,31,0.00,0.00,0.00,0.00,0.00,0.07,0.04,0.11,0.07,0.11,Matches
185,Adrian Beck,de GER,MF,Heidenheim,de Bundesliga,26-134,1997,5,2,179,2.0,0,0,0,0,0,0,0,0,1.1,1.1,0.0,1.2,3,5,6,0.00,0.00,0.00,0.00,0.00,0.57,0.01,0.58,0.57,0.58,Matches
186,Sheraldo Becker,sr SUR,"FW,MF",Union Berlin,de Bundesliga,28-254,1995,6,3,319,3.5,0,1,1,0,0,0,0,0,0.8,0.8,1.0,1.8,17,10,38,0.00,0.28,0.28,0.00,0.28,0.23,0.29,0.52,0.23,0.52,Matches
187,Donny van de Beek,nl NED,DF,Manchester Utd,eng Premier League,26-186,1997,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,0,0,1,0.00,0.00,0.00,0.00,0.00,1.09,4.44,5.54,1.09,5.54,Matches
188,Yanis Begraoui,ma MAR,"MF,FW",Toulouse,fr Ligue 1,22-109,2001,6,2,158,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,5,15,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
189,Kevin Behrens,de GER,FW,Union Berlin,de Bundesliga,32-260,1991,7,7,573,6.4,4,0,4,4,0,0,1,0,3.9,3.9,0.4,4.3,1,22,38,0.63,0.00,0.63,0.63,0.63,0.62,0.07,0.68,0.62,0.68,Matches
190,Maximilian Beier,de GER,FW,Hoffenheim,de Bundesliga,21-004,2002,7,5,408,4.5,5,0,5,5,0,0,0,0,2.6,2.6,0.1,2.6,9,6,41,1.10,0.00,1.10,1.10,1.10,0.57,0.01,0.58,0.57,0.58,Matches
191,Jérémie Bela,ao ANG,MF,Clermont Foot,fr Ligue 1,30-196,1993,3,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,4,5,0.00,0.00,0.00,0.00,0.00,0.04,0.21,0.25,0.04,0.25,Matches
192,Amari'i Bell,jm JAM,DF,Luton Town,eng Premier League,29-169,1994,7,7,560,6.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.3,6,20,3,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
193,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,32-058,1991,7,5,461,5.1,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,0,14,1,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
